name,ofname,countryofreg,countryofown,owner,users,purpose,detpurpose,clasorbit,typeorbit,longitudegeo,perigee,apogee,eccentricity,inclination,period,launchmass,drymass,power,datelaunch,explifetime,contractor,countrycontractor,launchsite,launchvehicle
TianYi-16,TianYi-16,NR (12/20),China,Spacety Aerospace Co.,Commercial,Technology Development,,LEO,Sun-Synchronous,0,494,509,1.09E-03,97.3,94.6,9,,,12/7/19,,Spacety Aerospace Co.,China,Taiyuan Launch Center,Kuaizhou 1A
TianYi-17,TianYi-17,NR (12/20),China,Spacety Aerospace Co.,Commercial,Technology Development,,LEO,Sun-Synchronous,0,494,509,1.09E-03,97.3,94.6,9,,,12/7/19,,Spacety Aerospace Co.,China,Taiyuan Launch Center,Kuaizhou 1A
TianYi-2 (Xiaoxiang 2),TianYi-2,China,China,Spacety Aerospace Co./Changsha Gaoxinqu Tianyi Research Institute,Commercial,Technology Development,,LEO,Sun-Synchronous,0,527,547,1.45E-03,97.5,95.3,8,,,1/18/18,,Spacety Aerospace Co.,China,Jiuquan Satellite Launch Center,Long March 11
TianYi-6 (Quantutong 1),TianYi-6,China,China,Spacety Aerospace Co./Changsha Gaoxinqu Tianyi Research Institute,Commercial,Technology Development,,LEO,Sun-Synchronous,0,528,545,1.23E-03,97.5,95.3,8,,,1/18/18,,Spacety Aerospace Co.,China,Jiuquan Satellite Launch Center,Long March 11
Tianzhi-1,Tianzhi-1,China,China,Chinese Academy of Sciences (CAS)/China Academy of Space Technology,Government,Technology Development,,LEO,Sun-Synchronous,0,488,504,1.17E-03,97.4,95.2,27,,,11/19/18,,Innovation Academy for Microsatellites/Chinese Academy of Sciences,China,Jiuquan Satellite Launch Center,Long March 2D
TIBA-1,TIBA-1,Egypt,Egypt,Ministry of Defense,Military/Commercial,Communications,,GEO,,35.5,"35,732","35,790",6.88E-04,0.07,1434.8,"5,600",,,11/26/19,15,Airbus Defense and Space/Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5 ECA
TIGRISat,TIGRISat,Iraq,Iraq,La Sapienza University of Rome,Civil,Earth Observation,Earth Science,LEO,Sun-Synchronous,0,611,698,6.19E-03,97.98,97.82,1,,,6/19/14,,La Sapienza University of Rome,Italy,Dombarovsky Air Base,Dnepr
TIMED (Thermosphere • Ionosphere • Mesosphere • Energetics and Dynamics),TIMED,USA,USA,"National Aeronautics and Space Administration (NASA)/Applied Physics Laboratory, Johns Hopkins",Government/Civil,Space Science,,LEO,Polar,0,612,613,7.16E-05,74.1,97,587,,406,12/7/01,2,"Applied Physics Laboratory, Johns Hopkins",USA,Vandenberg AFB,Delta 2
TJS-1 (Tongxin Jishu Shiyan 1),TJS-1,China,China,China Academy of Space Technology (CAST),Government,Technology Development,Electronic Intelligence,GEO,,155.07,"35,776","35,795",2.25E-04,0,1436.03,,,,9/12/15,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B
TJS-2 (Tongxin Jishu Shiyan 2),TJS-2,China,China,Shanghai Academy of Spaceflight Technology,Government,Technology Development,,GEO,,107.42,"35,783","35,793",1.19E-04,0.5,1436.19,,,,1/5/17,,Shanghai Academy of Spaceflight Technology,China,Xichang Satellite Launch Center,Long March 3B
TJS-3 (Tongxin Jishu Shiyan 3),TJS-3,China,China,China Academy of Space Technology (CAST),Government,Technology Development,,GEO,,59,"35,779","35,794",1.78E-04,0.07,1436.1,,,,12/25/18,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3C
TJS-3 Subsatellite,TJS-3 subsatellite,NR,China,China Academy of Space Technology (CAST),Government,Technology Development,,GEO,,59.13,"35,779","35,794",1.78E-04,0.08,1436.1,,,,12/25/18,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3C
TJS-4 (Tongxin Jishu Shiyan 4),TJS-4,NR (12/20),China,China Academy of Space Technology (CAST),Government,Technology Development,,GEO,,83.53,"35,761","35,813",6.17E-04,0.02,1436.1,,,,10/18/19,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B
TJS-5 (Tongxin Jishu Shiyan 5),TJS-5,NR (12/20),China,Shanghai Academy of Spaceflight Technology,Government,Communications,,GEO,,178,"35,782","35,790",9.49E-05,0.08,1436,,,,1/7/20,,Shanghai Academy of Spaceflight Technology,China,Xichang Satellite Launch Center,Long March 3B
TKSat-1 (Túpac Katari Satellite 1),TKSat-1,Bolivia,Bolivia,Bolivia Aerospace Bureau,Government,Communications,,GEO,,-87.24,"35,773","35,799",3.08E-04,0.27,1436.07,"5,000",,,12/20/13,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B
TRISAT ,TRISAT,NR (12/20),Slovenia,University of Malibor/SkyLabs,Civil,Technology Development,,LEO,Sun-Synchronous,0,534,535,7.24E-05,97.3,94.5,4,,,9/2/20,,University of Malibor/SkyLabs,Slovenia,Guiana Space Center,Vega
TRSI-Sat,TRSI-Sat,Hungary,Germany,ACME AtronOmatic (MyRadar),Commercial,Technology Development,,LEO,Sun-Synchronous,0,328,373,3.35E-03,97,92.1,1,,,12/6/19,,ACME AtronOmatic (MyRadar),Germany,Rocket Lab Launch Complex 1,Electron
"Trumpet 3 (NROL-4, National Reconnaissance Office Launch-4, USA 136)",USA 136,USA,USA,National Reconnaissance Office (NRO)/US Air Force,Military,Earth Observation,Electronic Intelligence,Elliptical,,0,"1,210","38,740",7.12E-01,64.7,709.61,"8,000",,,11/8/97,,Boeing Satellite Systems,USA,Cape Canaveral,Titan IVA
Tselina-2 (Cosmos 2428),Cosmos 2428,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Polar,0,844,858,9.69E-04,71,102,"3,200",,,6/29/07,,KB Yuznoye,Ukraine,Baikonur Cosmodrome,Zenit 2M
TSUBAME,TSUBAME,Japan,Japan,"Tokyo Institute of Technology, Tokyo University of Science and JAXA",Civil,Earth Observation,Earth Science,LEO,Sun-Synchronous,0,505,569,4.63E-03,97.47,95.38,49,,,11/6/14,,"Tokyo Institute of Technology, Tokyo University of Science and JAXA",Japan,Dombarovsky Air Base,Dnepr
TTU100 (Hämarik),TTU100,NR (12/20),Estonia,Tallinn University of Technology,Civil,Earth Observation,Infra-Red Imaging,LEO,Sun-Synchronous,0,534,535,7.24E-05,97.5,95.4,4,,,9/2/20,,Tallinn University of Technology,Estonia,Guiana Space Center,Vega
"TUGSat-1  (Technische Universität Graz Satellit, CanX-3b, BRITE-Austria)",TUGSat-1,Austria,Austria,Technical University of Graz,Civil,Technology Development,,LEO,Sun-Synchronous,0,770,784,9.79E-04,98.6,100.3,14,7,5.4,2/25/13,,University of Toronto Institute for Aerospace Studies (UTIAS),Canada,Satish Dhawan Space Centre,PSLV
Turkmen Alem 52E/MonacoSAT,Turkmen Alem 52E/MonacoSAT,NR,Turkmenistan/Monaco,Turkmenistan Ministry of Communications/SSI-Monaco,Government/Commercial,Communications,,GEO,,52,"35,655","35,784",1.53E-03,0,1432.69,"4,700","1,850",,4/27/15,15,Thales Alenia Space,France/Italy,Cape Canaveral,Falcon 9
Turksat 3A,Turksat 3A,Turkey,Turkey,Turksat,Commercial,Communications,,GEO,,42.04,"35,778","35,793",1.78E-04,0.01,1436.06,"3,100","1,272","8,100",6/12/08,,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA
Turksat 4A,Turksat 4A,Turkey,Turkey,Turksat,Commercial,Communications,,GEO,,50,"35,776","35,797",2.49E-04,0.01,1436.08,"4,869",,,2/14/14,15,Mitsubishi Electric ,Japan,Baikonur Cosmodrome,Proton
Turksat 4B,Turksat 4B,NR,Turkey,Turksat,Commercial,Communications,,GEO,,50,"35,787","35,805",2.13E-04,0.03,1436.57,"5,000",,,10/16/15,15,Mitsubishi Electric ,Japan,Baikonur Cosmodrome,Proton
Tyvak 0088,Tyvak 0088,NR (12/20),USA,"Tyvak Nanosatellite Systems, Inc.",Commercial,Technology Development,,LEO,Sun-Synchronous,0,534,537,2.17E-04,97.5,94.5,,,,9/2/20,,Tyvak Nanosatellite Systems,USA,Guiana Space Center,Vega
"Tyvak 0092 (Commtrail, NANOVA)",Tyvak 0092,NR (12/20),Israel,Elbit Systems,Commercial,Technology Development,,LEO,Non-Polar Inclined,0,563,576,9.37E-04,36.9,96.1,5,,,12/11/19,,Elbit Systems,Israel,Satish Dhawan Space Centre,PSLV
Tyvak 0129 ,Tyvak 0129,NR (12/20),Israel,Elbit Systems,Commercial,Technology Development,,LEO,Non-Polar Inclined,0,566,575,6.48E-04,36.9,96.1,5,,,12/11/19,,Elbit Systems,Israel,Satish Dhawan Space Centre,PSLV
Tyvak 0171,Tyvak 0171,NR (12/20),USA,"Tyvak Nanosatellite Systems, Inc.",Commercial,Technology Development,,LEO,Sun-Synchronous,0,534,536,1.45E-04,97.5,94.5,,,,9/2/20,,Tyvak Nanosatellite Systems,USA,Guiana Space Center,Vega
Tyvak 0172,Tyvak 0172,NR (12/20),USA,"Tyvak Nanosatellite Systems, Inc.",Commercial,Technology Demonstration,,LEO,Sun-Synchronous,0,598,608,7.17E-04,97.8,94.5,10,,,8/30/20,,Tyvak Nanosatellite Systems,USA,Cape Canaveral,Falcon 9
Tyvak 53b,Tyvak 53b,NR,USA,"Tyvak Nanosatellite Systems, Inc.",Commercial,Technology Demonstration,,LEO,Sun-Synchronous,0,497,516,1.38E-03,97.45,94.7,5,,,6/23/17,,Tyvak Nanosatellite Systems,USA,Satish Dhawan Space Centre,PSLV
Tyvak 61c,Tyvak 61c,NR,USA,"Tyvak Nanosatellite Systems, Inc.",Commercial,Technology Demonstration,,LEO,Sun-Synchronous,0,493,504,8.01E-04,97.5,94.5,10,,,1/11/18,,Tyvak Nanosatellite Systems,USA,Satish Dhawan Space Centre,PSLV
"UFO-10 (USA 146, UHF F/O F10) ""UHF Follow-On""",USA 146,USA,USA,US Navy,Military,Communications,,GEO,,72.67,"35,738","35,834",1.14E-03,1.97,1436.1,"3,200","1,540","3,800 (EOL)",11/24/99,4,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2
"UFO-11 (USA 174) ""UHF Follow-On""",USA 174,USA,USA,US Navy,Military,Communications,,GEO,,71.44,"35,786","35,787",1.19E-05,2.16,1436.1,"3,200","1,545","2,800 (EOL)",12/18/03,4,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 3
"UFO-2 (USA 95) ""UHF Follow-On""",USA 95,USA,USA,US Navy,Military,Communications,,GEO,,28.79,"35,766","35,807",4.86E-04,8.27,1436.12,"3,200","1,545","2,800 (EOL)",9/3/93,,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2
"UFO-4 (USA 108, UFO F4 EHF) ""UHF Follow-On""",USA 108,USA,USA,US Navy,Military,Communications,,GEO,,-177.12,"35,763","35,775",1.42E-04,3.34,1435.22,"3,200","1,545","2,800 (EOL)",1/29/95,4,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2
"UFO-8 (USA 138, UHF F/O F8) ""UHF Follow-On""",USA 138,USA,USA,US Navy,Military,Communications,,GEO,,172.28,"35,772","35,794",2.61E-04,5.24,1435.94,"3,206","1,545","3,800 (EOL)",3/16/98,4,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2
Uguisu,Uguisu,NR,Japan,Kyushu Institute of Technology (KIT),Civil,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0,405,415,7.37E-04,51.6,92.7,1,,,6/17/19,1.5,Kyushu Institute of Technology (KIT),Japan,International Space Station,J-SSOD Deployer
UiTMSAT-1 (Birds-2),UiTMSAT-1,NR,Malaysia,Universiti Teknologi Mara (UiTM),Civil,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0,398,408,7.38E-04,51.6,92.6,1,,,8/10/18,2,Kyushu Institute of Technology (KIT),Japan,International Space Station,J-SSOD Deployer
"UK-DMC-2 (BNSCSat-2, British National Science Center Satellite 2)",UK-DMC-2,United Kingdom,United Kingdom,UK/DMC International Imaging (DMCII),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,660,662,1.42E-04,98,98,97,,,7/29/09,5,Surrey Satellite Technology Ltd. ,UK,Baikonur Cosmodrome,Dnepr
UKube-1 (UK Cubesat 1),Ukube-1,United Kingdom,United Kingdom,UK Space Agency,Government,Technology Development,,LEO,Sun-Synchronous,0,626,631,3.57E-04,98.4,97.27,3,,,7/8/14,,Clyde Space,UK,Baikonur Cosmodrome,Soyuz-2.1b
UNIFORM 1  (UNiversity International FORmation Mission 1),UNIFORM 1,Japan,Japan,Wakayama University (UNIFORM consortium),Civil,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,622,629,5.00E-04,97.87,97.2,50,,140,5/24/14,,Wakayama University and other Japanese universities,Japan,Tanegashima Space Center,H2A
UNITE (Undergraduate Nano Ionospheric Temperature Explorer),UNITE,USA,USA,University of Southern Indiana/NASA,Civil,Space Science,,LEO,Non-Polar Inclined,0,403,407,2.95E-04,51.6,92.7,5,,,1/31/19,,University of Southern Indiana/NASA,USA,International Space Station,Nanorack Deployer
UPMSat-2,UPMSat-2,NR (12/20),Spain,Polytechnic University of Madrid,Civil,Technology Development,,LEO,Sun-Synchronous,0,517,518,7.26E-05,97.4,94.5,60,,,9/2/20,,Polytechnic University of Madrid,Spain,Guiana Space Center,Vega
"Ursa Maior (University of Rome la Sapienza MicroAttitude In ORbit testing, QB50 IT02)",Ursa Maior,Belgium,Italy,University of Rome,Civil,Earth Science,,LEO,Sun-Synchronous,0,496,512,1.16E-03,97.45,94.7,5,,,6/23/17,,University of Rome - La Sapienza,Italy,Satish Dhawan Space Centre,PSLV
USA 310 (NROL 101),USA 310,NR (12/20),USA,National Reconnaissance Office (NRO)/US Air Force,Military,Earth Observation,,MEO,Non-Polar Inclined,0,"11,032","11,067",1.00E-03,58.5,383,,,,11/13/20,,National Reconaissance Office,USA,Cape Canaveral,Atlas 5
USA 312 (NROL 108),USA 312,NR (12/20),USA,National Reconnaissance Office (NRO)/US Air Force,Military,Unknown,,LEO,Non-Polar Inclined,0,525,531,4.35E-04,53,95.2,,,,12/19/20,,National Reconaissance Office,USA,Cape Canaveral,Falcon 9
USA 313 (NROL 108),USA 313,NR (12/20),USA,National Reconnaissance Office (NRO)/US Air Force,Military,Unknown,,LEO,Non-Polar Inclined,0,525,531,4.35E-04,53,95.2,,,,12/19/20,,National Reconaissance Office,USA,Cape Canaveral,Falcon 9
UWE-3 (University of Würzburg Experimental Satellite 3),UWE-3,Germany,Germany,University of Würzburg,Civil,Communications,,LEO,Sun-Synchronous,0,593,700,7.62E-03,97.8,97.6,1,,,11/21/13,,University of Würzburg,Germany,Dombarovsky Air Base,Dnepr
UWE-4 (University of Würzburg Experimental Satellite 4),UWE-4,Germany,Germany,University of Würzburg,Civil,Technology Development/Educational,,LEO,Sun-Synchronous,0,572,585,9.35E-04,97.7,96.2,2,,,12/27/18,,University of Würzburg,Germany,Vostochny Cosmodrome,Soyuz 2.1a
"Van Allen Probe A (RBSP-A, Radiation Belt Storm Probes)",RBSP-A,USA,USA,National Aeronautics and Space Administration (NASA)/Johns Hopkins University Applied Physics Laboratory,Government,Earth Observation,Earth Science,Elliptical,,0,591,"30,534",6.83E-01,10.03,539.06,648,,,8/30/12,,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5
"Van Allen Probe B (RBSP-B, Radiation Belt Storm Probes)",RBSP-B,USA,USA,National Aeronautics and Space Administration (NASA)/Johns Hopkins University Applied Physics Laboratory,Government,Earth Observation,Earth Science,Elliptical,,0,595,"30,657",6.83E-01,10.04,541.4,666,,,8/30/12,,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5
VDNH-80,VDNH-80,Russia,Russia,Moscow State University,Civil,Space Science,,LEO,Sun-Synchronous,0,514,545,2.25E-03,97.5,95.2,4,,,7/5/19,,Moscow State University,Russia,Vostochny Cosmodrome,Soyuz 2.1b
Velox 1,Velox 1,NR,Singapore,Nanyang Technological University,Civil,Technology Development,,LEO,Sun-Synchronous,0,642,655,9.26E-04,98.25,97.7,4,,,6/30/14,,Nanyang Technological University,Singapore,Satish Dhawan Space Centre,PSLV-CA
Velox 2,Velox 2,NR,Singapore,Nanyang Technological University,Civil,Technology Development,,LEO,Equatorial,0,537,550,9.40E-04,14.98,95.48,13,,,12/16/15,,Nanyang Technological University,Singapore,Satish Dhawan Space Centre,PSLV-C29
Velox C1,Velox C1,NR,Singapore,Nanyang Technological University,Civil,Technology Development,,LEO,Equatorial,0,533,550,1.23E-03,14.98,95.48,123,,,12/16/15,,Nanyang Technological University,Singapore,Satish Dhawan Space Centre,PSLV-C29
Venµs,Venµs,Israel,France/Israel,Centre National d'Etudes Spatiales (CNES)/Israel Space Agency,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,719,724,3.53E-04,98.3,99.2,264,,,8/1/17,4.5,Israel Aerospace Industries (IAI),Israel,Guiana Space Center,Vega
ViaSat-1,ViaSat-1,USA,USA,"ViaSat, Inc.",Commercial,Communications,,GEO,,-115,"35,775","35,796",2.49E-04,0.04,1436.09,"6,740",,,10/19/11,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
ViaSat-2,ViaSat-2,United Kingdom,USA,"ViaSat, Inc.",Commercial,Communications,,GEO,,-69.9,"35,785","35,787",2.37E-05,0,1436.1,"6,418",,,6/1/17,14,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5
Vinasat 1,Vinasat 1,NR,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Government,Communications,,GEO,,131.97,"35,782","35,791",1.07E-04,0.02,1436.1,"2,600",,,4/18/08,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
Vinasat 2,Vinasat 2,NR,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Government,Communications,,GEO,,131.8,"35,742","35,776",4.04E-04,0.08,1434.69,"2,970",,,5/15/12,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
VNREDSat 1A  (Vietnam Natural Resources Environment and Disaster monitoring small Satellite),VNREDSat 1A,NR,Vietnam,Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,682,685,2.13E-04,98.13,98.43,115,,,5/7/13,5,EADS Astrium,France,Guiana Space Center,Vega
"VRSS-1 (Venezuelan Remote Sensing Satellite, Francisco Miranda)",VRSS-1,Venezuela,Venezuela,Bolivarian Agency for Space Activities,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,622,654,2.28E-03,98.03,97.48,880,,,9/28/12,5,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D
VRSS-2 (Antonio Jose de Sucre),VRSS-2,NR,Venezuela,Bolivarian Agency for Space Activities,Government,Earth Observation ,Optical Imaging,LEO,Sun-Synchronous,0,629,654,1.78E-03,98.02,97.55,"1,000",,,10/9/17,5,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D
VZLUSat-1 (QB50 CZ02),VZLUSat-1,Belgium,Czech Republic,Czech Aerospace Research Center (VZLU),Government,Technology Development,,LEO,Sun-Synchronous,0,497,515,1.31E-03,97.45,94.7,3,,,6/23/17,,Czech Aerospace Research Center (VZLU) and partners,Czech Republic,Satish Dhawan Space Centre,PSLV
Weina-1A,Weina-1A,China,China,Shanghai Micro Satellite Engineering Center,Government,Technology Development,,LEO,Non-Polar Inclined,0,594,601,5.02E-04,35,96.3,1,,,1/25/18,,Shanghai Micro Satellite Engineering Center,China,Xichang Satellite Launch Center,Long March 2C
Weina-1B,Weina-1B,NR (12/20),China,Shanghai Micro Satellite Engineering Center,Government,Technology Development,,LEO,Non-Polar Inclined,0,"1,027","1,153",8.45E-03,63.4,107,5,,,4/10/18,,Shanghai Micro Satellite Engineering Center,China,Jiuquan Satellite Launch Center,Long March 4C
"Wideband Global Satcom 1 (WGS-1, USA 195)",USA 195,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,179.88,"35,783","35,790",8.30E-05,0,1436.1,"5,900","3,450","13,000",10/11/07,14,Boeing Integrated Defense Systems,USA,Cape Canaveral,Atlas 5
"Wideband Global Satcom 10 (WGS-10, USA 291)",USA 291,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-52,"35,765","35,795",3.56E-04,0,1436.1,"5,990","3,450","13,000",3/16/19,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 2 (WGS-2, USA 204)",USA 204,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,60.18,"35,786","35,787",1.19E-05,0.03,1436.12,"5,987","3,450","13,000",4/4/09,14,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5
"Wideband Global Satcom 3 (WGS-3, USA 211)",USA 211,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-12,"35,785","35,786",1.19E-05,0,1436.1,"5,990","3,450","13,000",12/6/09,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 4 (WGS-4, USA 233)",USA 233,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-124.5,"35,785","35,786",1.19E-05,0.01,1436.1,"5,990","3,450","13,000",1/20/12,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 5 (WGS-5, USA 243)",USA 243,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-52.5,"35,739","35,784",5.34E-04,0,1436.1,"5,990","3,450","13,000",5/25/13,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 6 (WGS-6, USA 244)",USA 244,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-135.22,"35,772","35,801",3.44E-04,0,1436.1,"5,990","3,450","13,000",8/8/13,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 7 (WGS-7, USA 263)",USA 263,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,174.96,"35,772","35,801",3.44E-04,0,1436.1,"5,990","3,450","13,000",7/24/15,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 8 (WGS-8, USA 272)",USA 272,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-150,"35,770","35,770",0.00E+00,0,1436.1,"5,990","3,450","13,000",12/7/16,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 9 (WGS-9, USA 275)",USA 275,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,149.81,"35,772","35,801",3.44E-04,0,1436.1,"5,990","3,450","13,000",3/17/17,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
WildBlue 1,WildBlue 1,USA,USA,WildBlue Communications,Commercial,Communications,,GEO,,-111.09,"35,776","35,796",2.37E-04,0.01,1436.1,"4,735","1,995","10,000",12/8/06,12,Space Systems/Loral,USA,Guiana Space Center,Ariane 5
WNISat-1 (Weather News Inc. Satellite 1),WNISat-1,Japan,Japan,"Weathernews, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,594,849,1.80E-02,97.8,99.2,10,,,11/21/13,2,Axelspace,Japan,Dombarovsky Air Base,Dnepr
WNISat-1R (Weather News Inc. Satellite 1R),WNISat-1R,Japan,Japan,"Weathernews, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,586,606,1.44E-03,97.6,96.6,43,,,7/14/17,,Axelspace,Japan,Baikonur Cosmodrome,Soyuz 2.1a
Worldview 1,Worldview 1,USA,USA,Maxar Technologies Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,491,494,2.19E-04,97.3,94.5,"4,500",,"3,200",9/18/07,7.25,Ball Aerospace,USA,Vandenberg AFB,Delta 2
Worldview 2,Worldview 2,USA,USA,Maxar Technologies Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,765,767,1.40E-04,98.5,100.2,"2,800",,,10/8/09,,Ball Aerospace,USA,Vandenberg AFB,Delta 2
Worldview 3,Worldview 3,USA,USA,Maxar Technologies Inc.,Commercial,Earth Observation,Optical Imaging/Infrared Imaging,LEO,Sun-Synchronous,0,612,614,1.43E-04,97.99,96.96,"2,800",,"3,100",8/13/14,12,Ball Aerospace,USA,Vandenberg AFB,Atlas 5
"X37-B OTV-6 (AFSPC 7, USA 299)",USA 299,USA,USA,US Space Force,Military,Technology Development,,LEO,Non-Polar Inclined,0,379,398,1.41E-03,45,92.3,"4,990",,,5/17/20,,Boeing Corp.,USA,Cape Canaveral,Atlas 5
Xiaoxiang 1-04 ,Xiaoxiang 1-04,NR,China,Spacety Aerospace Co.,Commercial,Technology Development,,LEO,Non-Polar Inclined,0,556,575,1.37E-03,45,96,8,,,6/5/19,,Spacety Aerospace Co.,China,Yellow Sea Launch Platform,Long March 11
Xiaoxiang 1-07 ,Xiaoxiang 1-07 ,NR,China,Spacety Aerospace Co.,Commercial,Technology Development,Optical Imaging,LEO,Sun-Synchronous,0,592,607,1.08E-03,97.7,96.7,10,,,8/30/19,,Spacety Aerospace Co.,China,Jiuquan Satellite Launch Center,Kuaizhou 1A
Xingshidai 5,Xingshidai 5,NR,China,Chengdu Guoxing Aerospace Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,529,560,2.24E-03,97.6,95.5,10,,,8/17/19,,MinoSpace Technology,China,Jiuquan Satellite Launch Center,Jielong 1
Xingyun 2-01,Xingyun 2-01,NR (12/20),China,Xingyun Satellite Co.,Government,Communications,,LEO,Sun-Synchronous,0,556,572,1.15E-03,97.5,95.9,93,,,5/11/20,,Unknown,China,Jiuquan Satellite Launch Center,Kuaizhou 1A
Xingyun 2-02,Xingyun 2-02,NR (12/20),China,Xingyun Satellite Co.,Government,Communications,,LEO,Sun-Synchronous,0,556,572,1.15E-03,97.5,95.9,93,,,5/11/20,,Unknown,China,Jiuquan Satellite Launch Center,Kuaizhou 1A
Xinyan 1 (XY-1),Xinyan 1,NR,China,DFH Satellite Co. Ltd.,Government,Technology Development,,LEO,Sun-Synchronous,0,489,501,8.74E-04,97.35,94.51,,,,11/18/12,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 2C
XJS-A (New Technology Test Satellite-A),XJS-A,China,China,Unknown,Government,Technology Development,,LEO,Non-Polar Inclined,0,477,486,6.57E-04,35,94.23,,,,6/27/18,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
XJS-B (New Technology Test Satellite-B),XJS-B,China,China,Unknown,Government,Technology Development,,LEO,Non-Polar Inclined,0,477,486,6.57E-04,35,94.23,,,,6/27/18,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
XJS-C (New Technology Test Satellite-C),XJS-C,NR (12/20),China,Unknown,Government,Technology Development,,LEO,Non-Polar Inclined,0,476,483,5.11E-04,35.01,94.19,,,,2/19/20,,Shanghai Academy of Spaceflight Technology,China,Xichang Satellite Launch Center,Long March 2D
XJS-D (New Technology Test Satellite-D),XJS-D,NR (12/20),China,Unknown,Government,Technology Development,,LEO,Non-Polar Inclined,0,476,481,3.65E-04,35.01,94.19,,,,2/19/20,,Shanghai Academy of Spaceflight Technology,China,Xichang Satellite Launch Center,Long March 2D
XJS-E (New Technology Test Satellite-E),XJS-E,NR (12/20),China,Unknown,Government,Technology Development,,LEO,Non-Polar Inclined,0,474,483,6.57E-04,35.01,94.17,,,,2/19/20,,Harbin Institute of Technology/DFH Satellite Co. Ltd.,China,Xichang Satellite Launch Center,Long March 2D
